"SpecialStudyID","ReleaseEvent","dist_km","SampleDate","Survey","MethodCode","StationCode","SubRegion","SpecificConductance","WaterTemp","Turbidity_NTU","Turbidity_FNU","ForkLength","LifeStage","Latitude","Longitude","SpecialStudy","Preservation","Disposition","MarkCode","Comments","FirstDayRelease","Total","ReleaseLatitude","ReleaseLongitude","DaySinceRelease","swim_speed"
"WY22_FCCL_01",1,6.16942248551478,2021-12-16,"USFWS EDSM","Kodiak Trawl","22-20-RV01","Sacramento River near Rio Vista",671,10.5,19.4,11.39,">58","Adult",38.11429,-121.6875,"FCCL Broodstock","None","FCCL, not archived","AdClipped","Fish not measured because transferred to FCCL for broodstock (FCCL determined that fish was marked, bad clip)",2021-12-14,12800,38.14424,-121.69314,2,3.08471124275739
"WY22_S101",1,10.3187800939788,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-LSR02","Lower Sacramento River",340.8,9.9,30,20.76,"55","Adult",38.07435,-121.7623,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,3,3.43959336465959
"WY22_FCCL_02",1,10.2377623315753,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-LSR02","Lower Sacramento River",330.7,9.8,32.2,22.01,">58","Adult",38.07496,-121.76174,"FCCL Broodstock","None","FCCL, not archived","AdClipped","Fish not measured because transferred to FCCL for broodstock (FCCL determined that fish was marked, bad clip)",2021-12-14,12800,38.14424,-121.69314,3,3.41258744385845
"WY22_S106",1,0.335155717852436,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-RV02","Sacramento River near Rio Vista",214,9.4,49.8,34.81,"80","Adult",38.14133,-121.69331,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,3,0.111718572617479
"WY22_S102",1,1.37197504772241,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-RV05","Sacramento River near Rio Vista",198.1,9.1,50.6,33.95,"68","Adult",38.15312,-121.68261,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,3,0.457325015907469
"WY22_S105",1,1.02720564807787,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-RV05","Sacramento River near Rio Vista",190.2,9.2,53.9,38.8,"72","Adult",38.14925,-121.68401,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,3,0.342401882692622
"WY22_S103",1,1.37197504772241,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-RV05","Sacramento River near Rio Vista",198.1,9.1,50.6,33.95,"79","Adult",38.15312,-121.68261,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,3,0.457325015907469
"WY22_S104",1,1.02720564807787,2021-12-17,"USFWS EDSM","Kodiak Trawl","22-20-RV05","Sacramento River near Rio Vista",190.2,9.2,53.9,38.8,"82","Adult",38.14925,-121.68401,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,3,0.342401882692622
"WY22_S107",1,53.0627911305292,2021-12-21,"USFWS EDSM","Kodiak Trawl","22-21-USSC02","Upper Sacramento River Ship Channel",1113,10.6,15.5,4.52,"54","Adult",38.56289,-121.55355,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2021-12-14,12800,38.14424,-121.69314,7,7.58039873293274
"WY22_S201",1,20.7640306885929,2021-12-23,"USFWS EDSM","Kodiak Trawl","22-21-PP02","San Joaquin River at Prisoners Pt",622,9.4,18.4,NA,"53","Adult",38.08627,-121.5771,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,9,2.30711452095477
"WY22_S108",1,5.02586478133817,2021-12-23,"USFWS EDSM","Kodiak Trawl","22-21-RV02","Sacramento River near Rio Vista",410,8.6,37.6,25.18,"53","Adult",38.10521,-121.69505,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,9,0.558429420148686
"WY22_S109",1,4.96125860031323,2021-12-23,"USFWS EDSM","Kodiak Trawl","22-21-RV02","Sacramento River near Rio Vista",403,8.5,40.7,26.2,"80","Adult",38.10488,-121.69566,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,9,0.551250955590359
"WY22_S110",1,12.8582578200667,2021-12-27,"USFWS EDSM","Kodiak Trawl","22-22-LSR01","Lower Sacramento River",541,8.8,38.8,23.7,"76","Adult",38.06459,-121.78625,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,13,0.98909675538975
"WY22_S111",1,2.68302138053162,2021-12-28,"USFWS EDSM","Kodiak Trawl","22-22-RV02","Sacramento River near Rio Vista",203.2,8.7,50.6,34.31,"50","Adult",38.12139,-121.69715,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,14,0.191644384323687
"WY22_S112",1,0.956537060689029,2021-12-28,"USFWS EDSM","Kodiak Trawl","22-22-RV03","Sacramento River near Rio Vista",146.8,8.5,57.2,44.09,"74","Adult",38.14871,-121.68438,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,14,0.0683240757635021
"WY22_S001",1,24.4943990345976,2021-12-29,"USFWS Chipps","Midwater Trawl","SB018N","Confluence",426.2,8.9,55.4,NA,"71","Adult",38.047967,-121.909917,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,15,1.63295993563984
"WY22_BS_01",1,1.18924117288504,2022-01-04,"CDFW Bay Study","Midwater Trawl","760","Sacramento River near Rio Vista",212,8,NA,NA,"77","Adult",38.152333,-121.684833,"NA","95% Ethanol","CDFW Stockton, Chemical Store Room","Adclipped","This fish was originally identified as a Longfin Smelt, sent to UCD (Levi Lewis), returned to CDFW Stockton",2021-12-14,12800,38.14424,-121.69314,21,0.056630532042145
"WY22_BS_01",1,1.18924117288504,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2021-12-14,12800,38.14424,-121.69314,65,0.0182960180443853
"WY22_BS_01",2,4.66780423378914,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-01-11,12800,38.117215,-121.706245,37,0.12615687118349
"WY22_BS_01",3,13.2403895324859,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-02-03,6400,38.256215,-121.667645,14,0.945742109463278
"WY22_BS_01",4,43.9450507200222,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-02-09,12800,38.18729,-121.97802,8,5.49313134000278
"WY22_BS_01",5,13.2403895324859,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-02-16,10933,38.25614,-121.66755,1,13.2403895324859
"WY22_S114",1,16.7956835871433,2022-01-12,"USFWS EDSM","Kodiak Trawl","22-24-LSSC03","Lower Sacramento River Ship Channel",227.3,9.6,29.9,NA,"72","Adult",38.27555,-121.66128,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,29,0.579161503004942
"WY22_S114",2,20.2742466480474,2022-01-12,"USFWS EDSM","Kodiak Trawl","22-24-LSSC03","Lower Sacramento River Ship Channel",227.3,9.6,29.9,NA,"72","Adult",38.27555,-121.66128,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,1,20.2742466480474
"WY22_S119",1,16.7353641747692,2022-01-12,"USFWS EDSM","Kodiak Trawl","22-24-LSSC03","Lower Sacramento River Ship Channel",232.1,9.7,32.3,NA,"86","Adult",38.27509,-121.66159,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,29,0.577081523267904
"WY22_S119",2,20.2139272356733,2022-01-12,"USFWS EDSM","Kodiak Trawl","22-24-LSSC03","Lower Sacramento River Ship Channel",232.1,9.7,32.3,NA,"86","Adult",38.27509,-121.66159,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,1,20.2139272356733
"WY22_S401",1,49.7343172422939,2022-01-16,"TFCF","Salvage","NA","Salvage",NA,9.7,NA,NA,"54","Adult",37.816984,-121.556881,"Directed Outflow Project","95% Ethanol","UC Davis Aquatic Health Lab","Adclipped","Classified as sub-adult by salvage",2021-12-14,12800,38.14424,-121.69314,33,1.50710052249375
"WY22_S401",2,46.6076261318906,2022-01-16,"TFCF","Salvage","NA","Salvage",NA,9.7,NA,NA,"54","Adult",37.816984,-121.556881,"Directed Outflow Project","95% Ethanol","UC Davis Aquatic Health Lab","Adclipped","Classified as sub-adult by salvage",2022-01-11,12800,38.117215,-121.706245,5,9.32152522637813
"WY22_S002",1,38.8161250304888,2022-01-18,"USFWS EDSM","Kodiak Trawl","22-25-SM02","Suisun Marsh",4239,10.4,37,23.43,"85","Adult",38.17354,-121.94784,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,35,1.10903214372825
"WY22_S002",2,35.3668338569148,2022-01-18,"USFWS EDSM","Kodiak Trawl","22-25-SM02","Suisun Marsh",4239,10.4,37,23.43,"85","Adult",38.17354,-121.94784,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,7,5.05240483670212
"WY22_S115",1,10.439418918728,2022-01-24,"USFWS EDSM","Kodiak Trawl","22-26-LSR01","Lower Sacramento River",580,9.8,35,19.78,"65","Adult",38.074,-121.76352,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,41,0.254619973627512
"WY22_S115",2,6.99012774515407,2022-01-24,"USFWS EDSM","Kodiak Trawl","22-26-LSR01","Lower Sacramento River",580,9.8,35,19.78,"65","Adult",38.074,-121.76352,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,13,0.537702134242621
"WY22_S117",1,34.4516412263661,2022-01-31,"USFWS EDSM","Kodiak Trawl","22-27-LSSC03","Lower Sacramento River Ship Channel",639,9.8,75.1,44.78,"66","Adult",38.41774,-121.6093,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,48,0.717742525549294
"WY22_S117",2,37.9302042872702,2022-01-31,"USFWS EDSM","Kodiak Trawl","22-27-LSSC03","Lower Sacramento River Ship Channel",639,9.8,75.1,44.78,"66","Adult",38.41774,-121.6093,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,20,1.89651021436351
"WY22_S116",1,34.4516412263661,2022-01-31,"USFWS EDSM","Kodiak Trawl","22-27-LSSC03","Lower Sacramento River Ship Channel",639,9.8,75.1,44.78,"70","Adult",38.41774,-121.6093,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,48,0.717742525549294
"WY22_S116",2,37.9302042872702,2022-01-31,"USFWS EDSM","Kodiak Trawl","22-27-LSSC03","Lower Sacramento River Ship Channel",639,9.8,75.1,44.78,"70","Adult",38.41774,-121.6093,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,20,1.89651021436351
"WY22_S202",1,19.2061274117724,2022-02-04,"USFWS EDSM","Kodiak Trawl","22-27-LSJ01","Lower San Joaquin River",692,9.5,32,18.38,"57","Adult",38.02938,-121.74798,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,52,0.369348604072546
"WY22_S202",2,15.7568362381985,2022-02-04,"USFWS EDSM","Kodiak Trawl","22-27-LSJ01","Lower San Joaquin River",692,9.5,32,18.38,"57","Adult",38.02938,-121.74798,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,24,0.656534843258271
"WY22_S202",3,33.6357581171429,2022-02-04,"USFWS EDSM","Kodiak Trawl","22-27-LSJ01","Lower San Joaquin River",692,9.5,32,18.38,"57","Adult",38.02938,-121.74798,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,1,33.6357581171429
"WY22_S118",1,9.59390700099556,2022-02-07,"USFWS EDSM","Kodiak Trawl","22-28-LSR01","Lower Sacramento River",501,10.1,33.1,20.24,"55","Adult",38.08081,-121.75737,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,55,0.174434672745374
"WY22_S118",2,6.14461582742164,2022-02-07,"USFWS EDSM","Kodiak Trawl","22-28-LSR01","Lower Sacramento River",501,10.1,33.1,20.24,"55","Adult",38.08081,-121.75737,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,27,0.227578363978579
"WY22_S118",3,24.0235377063662,2022-02-07,"USFWS EDSM","Kodiak Trawl","22-28-LSR01","Lower Sacramento River",501,10.1,33.1,20.24,"55","Adult",38.08081,-121.75737,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,4,6.00588442659156
"WY22_S003",1,42.4663372979939,2022-02-14,"USFWS EDSM","Kodiak Trawl","22-29-SM01","Suisun Marsh",5683,13.1,49.1,28.95,"61","Adult",38.18741,-121.97437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,62,0.684940924161192
"WY22_S003",2,39.01704612442,2022-02-14,"USFWS EDSM","Kodiak Trawl","22-29-SM01","Suisun Marsh",5683,13.1,49.1,28.95,"61","Adult",38.18741,-121.97437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,34,1.14756018013
"WY22_S003",3,56.8959680033645,2022-02-14,"USFWS EDSM","Kodiak Trawl","22-29-SM01","Suisun Marsh",5683,13.1,49.1,28.95,"61","Adult",38.18741,-121.97437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,11,5.17236072757859
"WY22_S003",4,0.310170599172623,2022-02-14,"USFWS EDSM","Kodiak Trawl","22-29-SM01","Suisun Marsh",5683,13.1,49.1,28.95,"61","Adult",38.18741,-121.97437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,5,0.0620341198345246
"WY22_BS_01",1,5.07821995895181,2022-01-04,"CDFW Bay Study","Midwater Trawl","760","Sacramento River near Rio Vista",212,8,NA,NA,"77","Adult",38.152333,-121.684833,"NA","95% Ethanol","CDFW Stockton, Chemical Store Room","Adclipped","This fish was originally identified as a Longfin Smelt, sent to UCD (Levi Lewis), returned to CDFW Stockton",2021-12-14,12800,38.14424,-121.69314,21,0.241819998045324
"WY22_BS_01",1,5.07821995895181,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2021-12-14,12800,38.14424,-121.69314,65,0.0781264609069509
"WY22_BS_01",2,8.55678301985592,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-01-11,12800,38.117215,-121.706245,37,0.231264405942052
"WY22_BS_01",3,10.2958229943801,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-02-03,6400,38.256215,-121.667645,14,0.735415928170007
"WY22_BS_01",4,47.8340295060889,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-02-09,12800,38.18729,-121.97802,8,5.97925368826111
"WY22_BS_01",5,10.2958229943801,2022-02-17,"CDFW Bay Study","Otter Trawl","762","Sacramento River near Ryde",181,9.5,NA,NA,"68","Adult",38.175,-121.657,"Directed Outflow Project","95% Ethanol","UC Davis has head only, body returned to CDFW","Adclipped","UCD (Bruce Hammock) has the head, CDFW Diet and Condition has the body",2022-02-16,10933,38.25614,-121.66755,1,10.2958229943801
"WY22_S004",1,24.5875416097297,2022-02-17,"USFWS Chipps","Midwater Trawl","SB018M","Confluence",2602,11.3,34.1,NA,"86","Adult",38.04598,-121.909917,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,65,0.378269870918918
"WY22_S004",2,21.1382504361557,2022-02-17,"USFWS Chipps","Midwater Trawl","SB018M","Confluence",2602,11.3,34.1,NA,"86","Adult",38.04598,-121.909917,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,37,0.571304065842047
"WY22_S004",3,39.0171723151001,2022-02-17,"USFWS Chipps","Midwater Trawl","SB018M","Confluence",2602,11.3,34.1,NA,"86","Adult",38.04598,-121.909917,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,14,2.78694087965001
"WY22_S004",4,27.8975758975056,2022-02-17,"USFWS Chipps","Midwater Trawl","SB018M","Confluence",2602,11.3,34.1,NA,"86","Adult",38.04598,-121.909917,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,8,3.48719698718821
"WY22_S004",5,39.0171723151001,2022-02-17,"USFWS Chipps","Midwater Trawl","SB018M","Confluence",2602,11.3,34.1,NA,"86","Adult",38.04598,-121.909917,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,1,39.0171723151001
"WY22_S318",1,47.1294239211859,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"64","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,66,0.714082180624029
"WY22_S318",2,43.680132747612,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"64","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,38,1.14947717756874
"WY22_S318",3,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"64","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,15,4.10393697510375
"WY22_S318",4,5.32954213219765,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"64","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,9,0.592171348021961
"WY22_S318",5,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"64","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,2,30.7795273132782
"WY22_S317",1,47.1294239211859,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"67","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,66,0.714082180624029
"WY22_S317",2,43.680132747612,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"67","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,38,1.14947717756874
"WY22_S317",3,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"67","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,15,4.10393697510375
"WY22_S317",4,5.32954213219765,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"67","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,9,0.592171348021961
"WY22_S317",5,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"67","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,2,30.7795273132782
"WY22_S316",1,47.1294239211859,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"71","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,66,0.714082180624029
"WY22_S316",2,43.680132747612,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"71","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,38,1.14947717756874
"WY22_S316",3,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"71","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,15,4.10393697510375
"WY22_S316",4,5.32954213219765,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"71","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,9,0.592171348021961
