"SpecialStudyID","ReleaseEvent","dist_km","SampleDate","Survey","MethodCode","StationCode","SubRegion","SpecificConductance","WaterTemp","Turbidity_NTU","Turbidity_FNU","ForkLength","LifeStage","Latitude","Longitude","SpecialStudy","Preservation","Disposition","MarkCode","Comments","FirstDayRelease","Total","ReleaseLatitude","ReleaseLongitude","DaySinceRelease","swim_speed"
"WY22_S316",5,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"71","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,2,30.7795273132782
"WY22_S315",1,47.1294239211859,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"75","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,66,0.714082180624029
"WY22_S315",2,43.680132747612,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"75","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,38,1.14947717756874
"WY22_S315",3,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"75","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,15,4.10393697510375
"WY22_S315",4,5.32954213219765,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"75","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,9,0.592171348021961
"WY22_S315",5,61.5590546265563,2022-02-18,"CDFW SKT","Kodiak Trawl","606","Suisun Marsh",3893,11.8,56.4,NA,"75","Adult",38.17108333,-122.0296389,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,2,30.7795273132782
"WY22_S303",1,37.6200859580164,2022-02-18,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",3427,11.2,38.9,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,66,0.570001302394187
"WY22_S303",2,34.1707947844424,2022-02-18,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",3427,11.2,38.9,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,38,0.899231441695853
"WY22_S303",3,52.049716663387,2022-02-18,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",3427,11.2,38.9,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,15,3.46998111089247
"WY22_S303",4,5.13572358912099,2022-02-18,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",3427,11.2,38.9,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,9,0.570635954346777
"WY22_S303",5,52.049716663387,2022-02-18,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",3427,11.2,38.9,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,2,26.0248583316935
"WY22_S005",1,40.145967884929,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"65","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,71,0.565436167393367
"WY22_S005",2,36.6966767113551,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"65","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,43,0.853411086310583
"WY22_S005",3,54.5755985902997,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"65","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,20,2.72877992951498
"WY22_S005",4,7.85615955233254,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"65","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,14,0.561154253738039
"WY22_S005",5,54.5755985902997,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"65","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,7,7.79651408432852
"WY22_S009",1,40.2062872973037,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"77","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,71,0.566285736581742
"WY22_S009",2,36.7569961237297,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"77","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,43,0.854813863342552
"WY22_S009",3,54.6359180026743,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"77","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,20,2.73179590013372
"WY22_S009",4,7.9164789647072,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"77","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,14,0.565462783193372
"WY22_S009",5,54.6359180026743,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"77","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,7,7.80513114323919
"WY22_S006",1,40.145967884929,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"78","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,71,0.565436167393367
"WY22_S006",2,36.6966767113551,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"78","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,43,0.853411086310583
"WY22_S006",3,54.5755985902997,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"78","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,20,2.72877992951498
"WY22_S006",4,7.85615955233254,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"78","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,14,0.561154253738039
"WY22_S006",5,54.5755985902997,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3003,10.1,45.1,27.09,"78","Adult",38.18601,-121.9296,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,7,7.79651408432852
"WY22_S007",1,40.2062872973037,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"81","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,71,0.566285736581742
"WY22_S007",2,36.7569961237297,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"81","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,43,0.854813863342552
"WY22_S007",3,54.6359180026743,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"81","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,20,2.73179590013372
"WY22_S007",4,7.9164789647072,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"81","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,14,0.565462783193372
"WY22_S007",5,54.6359180026743,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"81","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,7,7.80513114323919
"WY22_S008",1,40.2062872973037,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"86","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,71,0.566285736581742
"WY22_S008",2,36.7569961237297,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"86","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,43,0.854813863342552
"WY22_S008",3,54.6359180026743,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"86","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,20,2.73179590013372
"WY22_S008",4,7.9164789647072,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"86","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,14,0.565462783193372
"WY22_S008",5,54.6359180026743,2022-02-23,"USFWS EDSM","Kodiak Trawl","22-30-SM03","Suisun Marsh",3131,10.1,25.1,30.85,"86","Adult",38.18648,-121.92977,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,7,7.80513114323919
"WY22_S121",1,24.8104535795345,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"57","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,72,0.34458963304909
"WY22_S121",2,28.2890166404386,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"57","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,44,0.642932196373604
"WY22_S121",3,10.3808228741636,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"57","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,21,0.494324898769697
"WY22_S121",4,67.5662631266717,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"57","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,15,4.50441754177811
"WY22_S121",5,10.3808228741636,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"57","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,8,1.29760285927046
"WY22_S123",1,24.920743229268,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",396.5,11,30.1,17.68,"66","Adult",38.34318,-121.64418,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,72,0.346121433739833
"WY22_S123",2,28.3993062901721,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",396.5,11,30.1,17.68,"66","Adult",38.34318,-121.64418,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,44,0.645438779322093
"WY22_S123",3,10.4911125238972,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",396.5,11,30.1,17.68,"66","Adult",38.34318,-121.64418,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,21,0.499576786852246
"WY22_S123",4,67.6765527764052,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",396.5,11,30.1,17.68,"66","Adult",38.34318,-121.64418,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,15,4.51177018509368
"WY22_S123",5,10.4911125238972,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",396.5,11,30.1,17.68,"66","Adult",38.34318,-121.64418,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,8,1.31138906548715
"WY22_S122",1,24.8104535795345,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"68","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,72,0.34458963304909
"WY22_S122",2,28.2890166404386,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"68","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,44,0.642932196373604
"WY22_S122",3,10.3808228741636,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"68","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,21,0.494324898769697
"WY22_S122",4,67.5662631266717,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"68","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,15,4.50441754177811
"WY22_S122",5,10.3808228741636,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"68","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,8,1.29760285927046
"WY22_S120",1,24.8104535795345,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"80","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,72,0.34458963304909
"WY22_S120",2,28.2890166404386,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"80","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,44,0.642932196373604
"WY22_S120",3,10.3808228741636,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"80","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,21,0.494324898769697
"WY22_S120",4,67.5662631266717,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"80","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,15,4.50441754177811
"WY22_S120",5,10.3808228741636,2022-02-24,"USFWS EDSM","Kodiak Trawl","22-30-LSSC01","Lower Sacramento River Ship Channel",386.8,11.2,25.6,16.72,"80","Adult",38.34239,-121.64437,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,8,1.29760285927046
"WY22_S126",1,30.7025286286343,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",602,11.8,91.3,42.6,"66","Adult",38.38862,-121.62302,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2021-12-14,12800,38.14424,-121.69314,78,0.393622161905568
"WY22_S126",2,34.1810916895384,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",602,11.8,91.3,42.6,"66","Adult",38.38862,-121.62302,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-01-11,12800,38.117215,-121.706245,50,0.683621833790768
"WY22_S126",3,16.2728979232636,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",602,11.8,91.3,42.6,"66","Adult",38.38862,-121.62302,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-02-03,6400,38.256215,-121.667645,27,0.602699923083836
"WY22_S126",4,73.4583381757718,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",602,11.8,91.3,42.6,"66","Adult",38.38862,-121.62302,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-02-09,12800,38.18729,-121.97802,21,3.49801610360818
"WY22_S126",5,16.2728979232636,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",602,11.8,91.3,42.6,"66","Adult",38.38862,-121.62302,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-02-16,10933,38.25614,-121.66755,14,1.16234985166168
"WY22_S127",1,30.3156270357084,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",597,11.9,83.4,43.11,"71","Adult",38.38561,-121.62474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,78,0.388661885073185
"WY22_S127",2,33.7941900966125,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",597,11.9,83.4,43.11,"71","Adult",38.38561,-121.62474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,50,0.67588380193225
"WY22_S127",3,15.8859963303377,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",597,11.9,83.4,43.11,"71","Adult",38.38561,-121.62474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,27,0.58837023445695
"WY22_S127",4,73.0714365828458,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",597,11.9,83.4,43.11,"71","Adult",38.38561,-121.62474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,21,3.47959221823075
"WY22_S127",5,15.8859963303377,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC01","Lower Sacramento River Ship Channel",597,11.9,83.4,43.11,"71","Adult",38.38561,-121.62474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,14,1.13471402359555
"WY22_S125",1,35.0944564124542,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC02","Lower Sacramento River Ship Channel",695,12.2,96.2,41.72,"76","Adult",38.42282,-121.60663,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,78,0.449928928364797
"WY22_S125",2,38.5730194733583,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC02","Lower Sacramento River Ship Channel",695,12.2,96.2,41.72,"76","Adult",38.42282,-121.60663,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,50,0.771460389467166
"WY22_S125",3,20.6648257070834,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC02","Lower Sacramento River Ship Channel",695,12.2,96.2,41.72,"76","Adult",38.42282,-121.60663,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,27,0.765363915077163
"WY22_S125",4,77.8502659595918,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC02","Lower Sacramento River Ship Channel",695,12.2,96.2,41.72,"76","Adult",38.42282,-121.60663,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,21,3.70715552188532
"WY22_S125",5,20.6648257070834,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-LSSC02","Lower Sacramento River Ship Channel",695,12.2,96.2,41.72,"76","Adult",38.42282,-121.60663,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,14,1.47605897907739
"WY22_S124",1,43.9554738158037,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-USSC01","Upper Sacramento River Ship Channel",927,11.5,40.6,22,"84","Adult",38.49548,-121.58396,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,78,0.563531715587228
"WY22_S124",2,47.4340368767079,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-USSC01","Upper Sacramento River Ship Channel",927,11.5,40.6,22,"84","Adult",38.49548,-121.58396,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,50,0.948680737534157
"WY22_S124",3,29.5258431104329,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-USSC01","Upper Sacramento River Ship Channel",927,11.5,40.6,22,"84","Adult",38.49548,-121.58396,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,27,1.09354974483085
"WY22_S124",4,86.7112833629416,2022-03-02,"USFWS EDSM","Kodiak Trawl","22-31-USSC01","Upper Sacramento River Ship Channel",927,11.5,40.6,22,"84","Adult",38.49548,-121.58396,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,21,4.12910873156865
